Female,Male,Unknown/undifferentiated,County,Date Updated,Date Data,Date Scraped
57.7%,42%,0.3%,Alameda,2021-03-20,2021-03-19,2021-03-21 00:45:30
47%,52.5%,0.5%,Alpine,2021-03-20,2021-03-18,2021-03-21 00:45:33
56.2%,43.7%,0.1%,Amador,2021-03-20,2021-03-19,2021-03-21 00:45:37
57.6%,42.4%,0.1%,Butte,2021-03-20,2021-03-19,2021-03-21 00:45:41
55.1%,44.2%,0.8%,Calaveras,2021-03-20,2021-03-19,2021-03-21 00:45:44
52.3%,45.6%,2%,Colusa,2021-03-20,2021-03-19,2021-03-21 00:45:49
57.9%,42%,0.1%,Contra Costa,2021-03-20,2021-03-19,2021-03-21 00:45:53
54.1%,45.7%,0.1%,Del Norte,2021-03-20,2021-03-19,2021-03-21 00:45:56
56.7%,42.9%,0.4%,El Dorado,2021-03-20,2021-03-19,2021-03-21 00:46:00
56.3%,43.6%,0.1%,Fresno,2021-03-20,2021-03-19,2021-03-21 00:46:03
57.3%,42.6%,0.1%,Glenn,2021-03-20,2021-03-19,2021-03-21 00:46:07
58.8%,41.1%,0.1%,Humboldt,2021-03-20,2021-03-19,2021-03-21 00:46:11
55.1%,44.8%,0%,Imperial,2021-03-20,2021-03-19,2021-03-21 00:46:14
53.6%,46.3%,0.1%,Inyo,2021-03-20,2021-03-19,2021-03-21 00:46:18
55.8%,43.5%,0.6%,Kern,2021-03-20,2021-03-19,2021-03-21 00:46:22
54.9%,44.6%,0.5%,Kings,2021-03-20,2021-03-19,2021-03-21 00:46:25
54.7%,45.2%,0.1%,Lake,2021-03-20,2021-03-19,2021-03-21 00:46:29
52.8%,47.1%,0.1%,Lassen,2021-03-20,2021-03-19,2021-03-21 00:46:32
56.8%,43%,0.2%,Los Angeles,2021-03-20,2021-03-19,2021-03-21 00:46:36
55.3%,44.6%,0.1%,Madera,2021-03-20,2021-03-19,2021-03-21 00:46:40
57%,42.9%,0.1%,Marin,2021-03-20,2021-03-19,2021-03-21 00:46:43
53.7%,46%,0.4%,Mariposa,2021-03-20,2021-03-19,2021-03-21 00:46:46
54.4%,44.8%,0.8%,Mendocino,2021-03-20,2021-03-19,2021-03-21 00:46:50
55.7%,43.9%,0.4%,Merced,2021-03-20,2021-03-19,2021-03-21 00:46:54
52.6%,47.4%,0%,Modoc,2021-03-20,2021-03-19,2021-03-21 00:46:57
47.5%,52.5%,0%,Mono,2021-03-20,2021-03-18,2021-03-21 00:47:01
55.6%,41%,3.4%,Monterey,2021-03-20,2021-03-19,2021-03-21 00:47:04
53.8%,46.1%,0.1%,Napa,2021-03-20,2021-03-19,2021-03-21 00:47:08
57.1%,42.8%,0.1%,Nevada,2021-03-20,2021-03-19,2021-03-21 00:47:12
56.6%,42.3%,1.1%,Orange,2021-03-20,2021-03-19,2021-03-21 00:47:16
57.7%,42.3%,0.1%,Placer,2021-03-20,2021-03-19,2021-03-21 00:47:19
54.4%,45.6%,0%,Plumas,2021-03-20,2021-03-19,2021-03-21 00:47:23
55.9%,44%,0.1%,Riverside,2021-03-20,2021-03-19,2021-03-21 00:47:27
57.8%,42%,0.2%,Sacramento,2021-03-20,2021-03-19,2021-03-21 00:47:31
57.3%,42.3%,0.4%,San Benito,2021-03-20,2021-03-19,2021-03-21 00:47:34
57.7%,42.1%,0.1%,San Bernardino,2021-03-20,2021-03-19,2021-03-21 00:47:38
57.8%,41.4%,0.7%,San Diego,2021-03-20,2021-03-19,2021-03-21 00:47:41
53.7%,46%,0.3%,San Francisco,2021-03-20,2021-03-19,2021-03-21 00:47:45
57.4%,41.9%,0.6%,San Joaquin,2021-03-20,2021-03-19,2021-03-21 00:47:49
57.1%,42.9%,0.1%,San Luis Obispo,2021-03-20,2021-03-19,2021-03-21 00:47:52
57.5%,42.5%,0.1%,San Mateo,2021-03-20,2021-03-19,2021-03-21 00:47:56
57.5%,42.4%,0.1%,Santa Barbara,2021-03-20,2021-03-19,2021-03-21 00:48:00
57.8%,42.2%,0.1%,Santa Clara,2021-03-20,2021-03-19,2021-03-21 00:48:03
57.4%,42.2%,0.4%,Santa Cruz,2021-03-20,2021-03-19,2021-03-21 00:48:07
57.6%,42.3%,0.1%,Shasta,2021-03-20,2021-03-19,2021-03-21 00:48:10
52.3%,47.5%,0.2%,Sierra,2021-03-20,2021-03-18,2021-03-21 00:48:14
55.6%,44.4%,0%,Siskiyou,2021-03-20,2021-03-19,2021-03-21 00:48:18
57.8%,42%,0.2%,Solano,2021-03-20,2021-03-19,2021-03-21 00:48:21
57.5%,42.5%,0.1%,Sonoma,2021-03-20,2021-03-19,2021-03-21 00:48:25
56.9%,42.7%,0.4%,Stanislaus,2021-03-20,2021-03-19,2021-03-21 00:48:29
56.4%,43%,0.5%,Sutter,2021-03-20,2021-03-19,2021-03-21 00:48:32
56.2%,43.7%,0%,Tehama,2021-03-20,2021-03-19,2021-03-21 00:48:36
50.6%,49.2%,0.2%,Trinity,2021-03-20,2021-03-19,2021-03-21 00:48:39
55.3%,44.6%,0.1%,Tulare,2021-03-20,2021-03-19,2021-03-21 00:48:43
55.1%,44.8%,0.1%,Tuolumne,2021-03-20,2021-03-19,2021-03-21 00:48:47
56.6%,43.4%,0%,Ventura,2021-03-20,2021-03-19,2021-03-21 00:48:50
55.7%,40.2%,4.2%,Yolo,2021-03-20,2021-03-19,2021-03-21 00:48:54
57.7%,42%,0.3%,Yuba,2021-03-20,2021-03-19,2021-03-21 00:48:58
