Female,Male,Unknown/undifferentiated,County,Date Updated,Date Data,Date Scraped
57.8%,41.9%,0.3%,Alameda,2021-03-19,2021-03-18,2021-03-20 10:19:30
47.1%,52.4%,0.5%,Alpine,2021-03-19,2021-03-18,2021-03-20 10:19:34
56.2%,43.7%,0.1%,Amador,2021-03-19,2021-03-18,2021-03-20 10:19:38
57.6%,42.3%,0.1%,Butte,2021-03-19,2021-03-18,2021-03-20 10:19:41
55.2%,44.1%,0.8%,Calaveras,2021-03-19,2021-03-18,2021-03-20 10:19:44
53.1%,44.8%,2.1%,Colusa,2021-03-19,2021-03-18,2021-03-20 10:19:48
58%,41.9%,0.1%,Contra Costa,2021-03-19,2021-03-18,2021-03-20 10:19:52
54.1%,45.8%,0.1%,Del Norte,2021-03-19,2021-03-17,2021-03-20 10:19:55
56.1%,43.8%,0.1%,El Dorado,2021-03-19,2021-03-18,2021-03-20 10:19:59
56.4%,43.5%,0.1%,Fresno,2021-03-19,2021-03-18,2021-03-20 10:20:02
56.8%,42.8%,0.4%,Glenn,2021-03-19,2021-03-18,2021-03-20 10:20:06
59%,40.9%,0.1%,Humboldt,2021-03-19,2021-03-18,2021-03-20 10:20:09
55.5%,44.5%,0%,Imperial,2021-03-19,2021-03-18,2021-03-20 10:20:13
53.8%,46.1%,0.1%,Inyo,2021-03-19,2021-03-18,2021-03-20 10:20:17
55.9%,43.5%,0.6%,Kern,2021-03-19,2021-03-18,2021-03-20 10:20:20
54.9%,44.6%,0.5%,Kings,2021-03-19,2021-03-18,2021-03-20 10:20:24
55.1%,44.8%,0.1%,Lake,2021-03-19,2021-03-18,2021-03-20 10:20:27
52.7%,47.2%,0.1%,Lassen,2021-03-19,2021-03-18,2021-03-20 10:20:31
57%,42.8%,0.2%,Los Angeles,2021-03-19,2021-03-18,2021-03-20 10:20:35
55.4%,44.5%,0.1%,Madera,2021-03-19,2021-03-18,2021-03-20 10:20:38
57.2%,42.8%,0.1%,Marin,2021-03-19,2021-03-18,2021-03-20 10:20:42
54.4%,45.3%,0.3%,Mariposa,2021-03-19,2021-03-18,2021-03-20 10:20:45
54.5%,44.7%,0.8%,Mendocino,2021-03-19,2021-03-18,2021-03-20 10:20:48
55.8%,43.7%,0.4%,Merced,2021-03-19,2021-03-18,2021-03-20 10:20:52
52.6%,47.4%,0%,Modoc,2021-03-19,2021-03-18,2021-03-20 10:20:56
47.6%,52.4%,0%,Mono,2021-03-19,2021-03-18,2021-03-20 10:20:59
55.8%,40.7%,3.6%,Monterey,2021-03-19,2021-03-18,2021-03-20 10:21:03
53.9%,46%,0.1%,Napa,2021-03-19,2021-03-18,2021-03-20 10:21:06
57.2%,42.7%,0.1%,Nevada,2021-03-19,2021-03-18,2021-03-20 10:21:10
56.7%,42.2%,1.1%,Orange,2021-03-19,2021-03-18,2021-03-20 10:21:13
57.9%,42.1%,0.1%,Placer,2021-03-19,2021-03-18,2021-03-20 10:21:17
54.5%,45.4%,0%,Plumas,2021-03-19,2021-03-18,2021-03-20 10:21:20
56.1%,43.8%,0.1%,Riverside,2021-03-19,2021-03-18,2021-03-20 10:21:23
58%,41.8%,0.2%,Sacramento,2021-03-19,2021-03-18,2021-03-20 10:21:26
57.5%,42.1%,0.4%,San Benito,2021-03-19,2021-03-18,2021-03-20 10:21:30
57.8%,42%,0.1%,San Bernardino,2021-03-19,2021-03-18,2021-03-20 10:21:33
57.9%,41.4%,0.7%,San Diego,2021-03-19,2021-03-18,2021-03-20 10:21:37
53.8%,45.9%,0.3%,San Francisco,2021-03-19,2021-03-18,2021-03-20 10:21:41
57.6%,41.7%,0.6%,San Joaquin,2021-03-19,2021-03-18,2021-03-20 10:21:44
57.1%,42.8%,0.1%,San Luis Obispo,2021-03-19,2021-03-18,2021-03-20 10:21:48
57.6%,42.4%,0.1%,San Mateo,2021-03-19,2021-03-18,2021-03-20 10:21:51
57.7%,42.2%,0.1%,Santa Barbara,2021-03-19,2021-03-18,2021-03-20 10:21:55
57.9%,42%,0.1%,Santa Clara,2021-03-19,2021-03-18,2021-03-20 10:21:58
57.5%,42%,0.4%,Santa Cruz,2021-03-19,2021-03-18,2021-03-20 10:22:02
57.7%,42.2%,0.1%,Shasta,2021-03-19,2021-03-18,2021-03-20 10:22:05
52.6%,47.3%,0.1%,Sierra,2021-03-19,2021-03-18,2021-03-20 10:22:09
55.6%,44.4%,0%,Siskiyou,2021-03-19,2021-03-18,2021-03-20 10:22:13
57.9%,41.9%,0.2%,Solano,2021-03-19,2021-03-18,2021-03-20 10:22:16
57.6%,42.3%,0.1%,Sonoma,2021-03-19,2021-03-18,2021-03-20 10:22:20
57%,42.6%,0.4%,Stanislaus,2021-03-19,2021-03-18,2021-03-20 10:22:23
56.7%,42.7%,0.6%,Sutter,2021-03-19,2021-03-18,2021-03-20 10:22:27
56.8%,42.8%,0.4%,Tehama,2021-03-19,2021-03-18,2021-03-20 10:22:30
50.7%,49.1%,0.2%,Trinity,2021-03-19,2021-03-18,2021-03-20 10:22:34
55.4%,44.5%,0.1%,Tulare,2021-03-19,2021-03-18,2021-03-20 10:22:37
55.1%,44.8%,0.1%,Tuolumne,2021-03-19,2021-03-18,2021-03-20 10:22:41
57.1%,42.8%,0%,Ventura,2021-03-19,2021-03-18,2021-03-20 10:22:44
55.7%,40.1%,4.3%,Yolo,2021-03-19,2021-03-18,2021-03-20 10:22:47
58.1%,41.6%,0.3%,Yuba,2021-03-19,2021-03-18,2021-03-20 10:22:51
