Female,Male,Unknown/undifferentiated,County,Date Updated,Date Data,Date Scraped
54.6%,45.1%,0.3%,Alameda,2021-04-15,2021-04-14,2021-04-16 02:41:03
47.1%,52.7%,0.2%,Alpine,2021-04-15,2021-04-08,2021-04-16 02:41:05
55.1%,44.7%,0.2%,Amador,2021-04-15,2021-04-14,2021-04-16 02:41:08
55.3%,44.6%,0.1%,Butte,2021-04-15,2021-04-14,2021-04-16 02:41:10
53.9%,45.5%,0.7%,Calaveras,2021-04-15,2021-04-14,2021-04-16 02:41:12
50.4%,49.0%,0.6%,Colusa,2021-04-15,2021-04-14,2021-04-16 02:41:15
54.8%,45.1%,0.1%,Contra Costa,2021-04-15,2021-04-14,2021-04-16 02:41:17
53.3%,46.5%,0.1%,Del Norte,2021-04-15,2021-04-14,2021-04-16 02:41:19
54.6%,45.3%,0.1%,El Dorado,2021-04-15,2021-04-14,2021-04-16 02:41:21
54.8%,45.1%,0.1%,Fresno,2021-04-15,2021-04-14,2021-04-16 02:41:24
54.3%,45.6%,0.1%,Glenn,2021-04-15,2021-04-14,2021-04-16 02:41:26
55.3%,44.5%,0.2%,Humboldt,2021-04-15,2021-04-14,2021-04-16 02:41:28
52.9%,47.1%,0.04%,Imperial,2021-04-15,2021-04-14,2021-04-16 02:41:30
52.0%,47.9%,0.1%,Inyo,2021-04-15,2021-04-14,2021-04-16 02:41:33
54.2%,45.3%,0.6%,Kern,2021-04-15,2021-04-14,2021-04-16 02:41:35
54.1%,45.5%,0.4%,Kings,2021-04-15,2021-04-14,2021-04-16 02:41:37
54.0%,45.9%,0.1%,Lake,2021-04-15,2021-04-14,2021-04-16 02:41:39
52.1%,47.7%,0.2%,Lassen,2021-04-15,2021-04-14,2021-04-16 02:41:42
54.5%,45.3%,0.2%,Los Angeles,2021-04-15,2021-04-14,2021-04-16 02:41:44
54.1%,45.8%,0.1%,Madera,2021-04-15,2021-04-14,2021-04-16 02:41:46
54.9%,45.0%,0.1%,Marin,2021-04-15,2021-04-14,2021-04-16 02:41:48
53.6%,46.1%,0.3%,Mariposa,2021-04-15,2021-04-14,2021-04-16 02:41:51
53.3%,46.4%,0.4%,Mendocino,2021-04-15,2021-04-14,2021-04-16 02:41:53
54.6%,45.0%,0.4%,Merced,2021-04-15,2021-04-14,2021-04-16 02:41:55
52.6%,47.4%,0.000%,Modoc,2021-04-15,2021-04-14,2021-04-16 02:41:58
47.8%,52.2%,0.01%,Mono,2021-04-15,2021-04-14,2021-04-16 02:42:00
52.7%,45.7%,1.6%,Monterey,2021-04-15,2021-04-14,2021-04-16 02:42:02
53.0%,47.0%,0.1%,Napa,2021-04-15,2021-04-14,2021-04-16 02:42:05
55.1%,44.8%,0.1%,Nevada,2021-04-15,2021-04-14,2021-04-16 02:42:07
54.1%,44.8%,1.1%,Orange,2021-04-15,2021-04-14,2021-04-16 02:42:10
55.9%,44.0%,0.1%,Placer,2021-04-15,2021-04-14,2021-04-16 02:42:12
53.4%,46.5%,0.1%,Plumas,2021-04-15,2021-04-14,2021-04-16 02:42:14
54.3%,45.7%,0.1%,Riverside,2021-04-15,2021-04-14,2021-04-16 02:42:17
56.1%,43.7%,0.2%,Sacramento,2021-04-15,2021-04-14,2021-04-16 02:42:19
54.4%,45.3%,0.2%,San Benito,2021-04-15,2021-04-14,2021-04-16 02:42:21
55.4%,44.4%,0.2%,San Bernardino,2021-04-15,2021-04-14,2021-04-16 02:42:23
55.4%,43.7%,0.9%,San Diego,2021-04-15,2021-04-14,2021-04-16 02:42:26
51.1%,48.6%,0.3%,San Francisco,2021-04-15,2021-04-14,2021-04-16 02:42:28
55.0%,44.1%,0.9%,San Joaquin,2021-04-15,2021-04-14,2021-04-16 02:42:31
55.0%,44.8%,0.2%,San Luis Obispo,2021-04-15,2021-04-14,2021-04-16 02:42:33
54.7%,45.2%,0.1%,San Mateo,2021-04-15,2021-04-14,2021-04-16 02:42:36
54.1%,45.8%,0.1%,Santa Barbara,2021-04-15,2021-04-14,2021-04-16 02:42:38
53.6%,46.3%,0.1%,Santa Clara,2021-04-15,2021-04-14,2021-04-16 02:42:40
54.8%,44.8%,0.3%,Santa Cruz,2021-04-15,2021-04-14,2021-04-16 02:42:43
56.4%,43.4%,0.1%,Shasta,2021-04-15,2021-04-14,2021-04-16 02:42:45
52.2%,47.7%,0.1%,Sierra,2021-04-15,2021-04-13,2021-04-16 02:42:47
54.4%,45.6%,0.1%,Siskiyou,2021-04-15,2021-04-14,2021-04-16 02:42:49
55.7%,43.7%,0.5%,Solano,2021-04-15,2021-04-14,2021-04-16 02:42:51
55.2%,44.8%,0.1%,Sonoma,2021-04-15,2021-04-14,2021-04-16 02:42:54
55.3%,44.3%,0.5%,Stanislaus,2021-04-15,2021-04-14,2021-04-16 02:42:56
54.8%,45.1%,0.2%,Sutter,2021-04-15,2021-04-14,2021-04-16 02:42:58
55.0%,44.8%,0.1%,Tehama,2021-04-15,2021-04-14,2021-04-16 02:43:01
50.0%,49.9%,0.1%,Trinity,2021-04-15,2021-04-13,2021-04-16 02:43:03
54.3%,45.7%,0.1%,Tulare,2021-04-15,2021-04-14,2021-04-16 02:43:05
54.4%,45.5%,0.1%,Tuolumne,2021-04-15,2021-04-14,2021-04-16 02:43:08
54.6%,45.3%,0.05%,Ventura,2021-04-15,2021-04-14,2021-04-16 02:43:10
55.0%,43.3%,1.7%,Yolo,2021-04-15,2021-04-14,2021-04-16 02:43:12
55.8%,44.0%,0.1%,Yuba,2021-04-15,2021-04-14,2021-04-16 02:43:14
