Female,Male,Unknown/undifferentiated,County,Date Updated,Date Data,Date Scraped
56.9%,42.8%,0.3%,Alameda,2021-03-27,2021-03-26,2021-03-28 12:29:08
46.7%,52.8%,0.4%,Alpine,2021-03-27,2021-03-25,2021-03-28 12:29:10
56.0%,43.9%,0.1%,Amador,2021-03-27,2021-03-26,2021-03-28 12:29:13
56.7%,43.2%,0.1%,Butte,2021-03-27,2021-03-26,2021-03-28 12:29:15
54.7%,44.5%,0.8%,Calaveras,2021-03-27,2021-03-26,2021-03-28 12:29:18
51.8%,46.4%,1.8%,Colusa,2021-03-27,2021-03-26,2021-03-28 12:29:21
57.0%,42.9%,0.1%,Contra Costa,2021-03-27,2021-03-26,2021-03-28 12:29:23
54.0%,45.9%,0.1%,Del Norte,2021-03-27,2021-03-26,2021-03-28 12:29:26
55.3%,44.5%,0.1%,El Dorado,2021-03-27,2021-03-26,2021-03-28 12:29:28
55.8%,44.1%,0.1%,Fresno,2021-03-27,2021-03-26,2021-03-28 12:29:31
55.8%,44.0%,0.1%,Glenn,2021-03-27,2021-03-26,2021-03-28 12:29:33
58.0%,41.9%,0.1%,Humboldt,2021-03-27,2021-03-26,2021-03-28 12:29:36
54.3%,45.6%,0.0%,Imperial,2021-03-27,2021-03-26,2021-03-28 12:29:38
53.2%,46.7%,0.1%,Inyo,2021-03-27,2021-03-26,2021-03-28 12:29:41
55.3%,44.1%,0.6%,Kern,2021-03-27,2021-03-26,2021-03-28 12:29:43
54.9%,44.7%,0.4%,Kings,2021-03-27,2021-03-26,2021-03-28 12:29:46
54.3%,45.6%,0.1%,Lake,2021-03-27,2021-03-26,2021-03-28 12:29:48
52.4%,47.4%,0.2%,Lassen,2021-03-27,2021-03-26,2021-03-28 12:29:51
56.0%,43.8%,0.2%,Los Angeles,2021-03-27,2021-03-26,2021-03-28 12:29:53
55.1%,44.9%,0.1%,Madera,2021-03-27,2021-03-26,2021-03-28 12:29:56
56.5%,43.4%,0.1%,Marin,2021-03-27,2021-03-26,2021-03-28 12:29:58
53.8%,45.8%,0.4%,Mariposa,2021-03-27,2021-03-26,2021-03-28 12:30:01
54.1%,45.2%,0.8%,Mendocino,2021-03-27,2021-03-26,2021-03-28 12:30:03
55.1%,44.5%,0.4%,Merced,2021-03-27,2021-03-26,2021-03-28 12:30:06
52.7%,47.3%,0.0%,Modoc,2021-03-27,2021-03-26,2021-03-28 12:30:08
47.4%,52.6%,0.0%,Mono,2021-03-27,2021-03-26,2021-03-28 12:30:11
54.4%,42.5%,3.1%,Monterey,2021-03-27,2021-03-26,2021-03-28 12:30:13
53.4%,46.6%,0.1%,Napa,2021-03-27,2021-03-26,2021-03-28 12:30:16
56.5%,43.5%,0.1%,Nevada,2021-03-27,2021-03-26,2021-03-28 12:30:18
55.7%,43.4%,0.9%,Orange,2021-03-27,2021-03-26,2021-03-28 12:30:21
57.1%,42.9%,0.1%,Placer,2021-03-27,2021-03-26,2021-03-28 12:30:23
54.0%,46.0%,0.0%,Plumas,2021-03-27,2021-03-26,2021-03-28 12:30:26
55.4%,44.5%,0.1%,Riverside,2021-03-27,2021-03-26,2021-03-28 12:30:28
57.3%,42.6%,0.2%,Sacramento,2021-03-27,2021-03-26,2021-03-28 12:30:30
56.3%,43.3%,0.4%,San Benito,2021-03-27,2021-03-26,2021-03-28 12:30:33
57.0%,42.9%,0.1%,San Bernardino,2021-03-27,2021-03-26,2021-03-28 12:30:35
57.2%,42.0%,0.8%,San Diego,2021-03-27,2021-03-26,2021-03-28 12:30:38
52.8%,46.9%,0.3%,San Francisco,2021-03-27,2021-03-26,2021-03-28 12:30:40
56.5%,42.7%,0.8%,San Joaquin,2021-03-27,2021-03-26,2021-03-28 12:30:43
55.9%,43.7%,0.4%,San Luis Obispo,2021-03-27,2021-03-26,2021-03-28 12:30:46
56.7%,43.2%,0.1%,San Mateo,2021-03-27,2021-03-26,2021-03-28 12:30:48
56.3%,43.6%,0.1%,Santa Barbara,2021-03-27,2021-03-26,2021-03-28 12:30:50
56.8%,43.1%,0.1%,Santa Clara,2021-03-27,2021-03-26,2021-03-28 12:30:53
56.8%,42.8%,0.4%,Santa Cruz,2021-03-27,2021-03-26,2021-03-28 12:30:55
57.2%,42.7%,0.1%,Shasta,2021-03-27,2021-03-26,2021-03-28 12:30:58
52.0%,47.9%,0.2%,Sierra,2021-03-27,2021-03-26,2021-03-28 12:31:00
54.5%,45.4%,0.1%,Siskiyou,2021-03-27,2021-03-26,2021-03-28 12:31:03
57.1%,42.6%,0.3%,Solano,2021-03-27,2021-03-26,2021-03-28 12:31:05
56.6%,43.4%,0.1%,Sonoma,2021-03-27,2021-03-26,2021-03-28 12:31:08
56.2%,43.4%,0.4%,Stanislaus,2021-03-27,2021-03-26,2021-03-28 12:31:10
55.7%,43.8%,0.5%,Sutter,2021-03-27,2021-03-26,2021-03-28 12:31:13
55.8%,44.2%,0.0%,Tehama,2021-03-27,2021-03-26,2021-03-28 12:31:15
50.5%,49.4%,0.2%,Trinity,2021-03-27,2021-03-26,2021-03-28 12:31:17
55.0%,44.9%,0.1%,Tulare,2021-03-27,2021-03-26,2021-03-28 12:31:20
54.8%,45.1%,0.1%,Tuolumne,2021-03-27,2021-03-26,2021-03-28 12:31:22
55.9%,44.0%,0.0%,Ventura,2021-03-27,2021-03-26,2021-03-28 12:31:25
55.2%,41.1%,3.7%,Yolo,2021-03-27,2021-03-26,2021-03-28 12:31:28
57.4%,42.3%,0.3%,Yuba,2021-03-27,2021-03-26,2021-03-28 12:31:30
