Female,Male,Unknown/undifferentiated,County,Date Updated,Date Data,Date Scraped
56.9%,42.8%,0.3%,Alameda,2021-03-27,2021-03-26,2021-03-28 00:57:50
46.7%,52.8%,0.4%,Alpine,2021-03-27,2021-03-25,2021-03-28 00:57:53
56.0%,43.9%,0.1%,Amador,2021-03-27,2021-03-26,2021-03-28 00:57:55
56.7%,43.2%,0.1%,Butte,2021-03-27,2021-03-26,2021-03-28 00:57:57
54.7%,44.5%,0.8%,Calaveras,2021-03-27,2021-03-26,2021-03-28 00:57:59
51.8%,46.4%,1.8%,Colusa,2021-03-27,2021-03-26,2021-03-28 00:58:02
55.9%,43.7%,0.4%,Contra Costa,2021-03-27,2021-03-26,2021-03-28 00:58:04
54.0%,45.9%,0.1%,Del Norte,2021-03-27,2021-03-26,2021-03-28 00:58:07
55.3%,44.5%,0.1%,El Dorado,2021-03-27,2021-03-26,2021-03-28 00:58:09
55.8%,44.1%,0.1%,Fresno,2021-03-27,2021-03-26,2021-03-28 00:58:12
55.8%,44.0%,0.1%,Glenn,2021-03-27,2021-03-26,2021-03-28 00:58:14
58.0%,41.9%,0.1%,Humboldt,2021-03-27,2021-03-26,2021-03-28 00:58:16
54.3%,45.6%,0.0%,Imperial,2021-03-27,2021-03-26,2021-03-28 00:58:19
53.2%,46.7%,0.1%,Inyo,2021-03-27,2021-03-26,2021-03-28 00:58:21
55.3%,44.1%,0.6%,Kern,2021-03-27,2021-03-26,2021-03-28 00:58:23
54.9%,44.7%,0.4%,Kings,2021-03-27,2021-03-26,2021-03-28 00:58:26
54.3%,45.6%,0.1%,Lake,2021-03-27,2021-03-26,2021-03-28 00:58:28
52.4%,47.4%,0.2%,Lassen,2021-03-27,2021-03-26,2021-03-28 00:58:30
56.0%,43.8%,0.2%,Los Angeles,2021-03-27,2021-03-26,2021-03-28 00:58:33
55.1%,44.9%,0.1%,Madera,2021-03-27,2021-03-26,2021-03-28 00:58:35
56.5%,43.4%,0.1%,Marin,2021-03-27,2021-03-26,2021-03-28 00:58:38
55.9%,43.7%,0.4%,Mariposa,2021-03-27,2021-03-26,2021-03-28 00:58:40
54.1%,45.2%,0.8%,Mendocino,2021-03-27,2021-03-26,2021-03-28 00:58:43
55.1%,44.5%,0.4%,Merced,2021-03-27,2021-03-26,2021-03-28 00:58:45
52.7%,47.3%,0.0%,Modoc,2021-03-27,2021-03-26,2021-03-28 00:58:47
47.4%,52.6%,0.0%,Mono,2021-03-27,2021-03-26,2021-03-28 00:58:50
54.4%,42.5%,3.1%,Monterey,2021-03-27,2021-03-26,2021-03-28 00:58:52
53.4%,46.6%,0.1%,Napa,2021-03-27,2021-03-26,2021-03-28 00:58:55
56.5%,43.5%,0.1%,Nevada,2021-03-27,2021-03-26,2021-03-28 00:58:57
55.7%,43.4%,0.9%,Orange,2021-03-27,2021-03-26,2021-03-28 00:58:59
55.9%,43.7%,0.4%,Placer,2021-03-27,2021-03-26,2021-03-28 00:59:02
54.0%,46.0%,0.0%,Plumas,2021-03-27,2021-03-26,2021-03-28 00:59:04
55.9%,43.7%,0.4%,Riverside,2021-03-27,2021-03-26,2021-03-28 00:59:06
57.3%,42.6%,0.2%,Sacramento,2021-03-27,2021-03-26,2021-03-28 00:59:08
56.3%,43.3%,0.4%,San Benito,2021-03-27,2021-03-26,2021-03-28 00:59:11
57.0%,42.9%,0.1%,San Bernardino,2021-03-27,2021-03-26,2021-03-28 00:59:13
57.2%,42.0%,0.8%,San Diego,2021-03-27,2021-03-26,2021-03-28 00:59:15
52.8%,46.9%,0.3%,San Francisco,2021-03-27,2021-03-26,2021-03-28 00:59:18
56.5%,42.7%,0.8%,San Joaquin,2021-03-27,2021-03-26,2021-03-28 00:59:20
55.9%,43.7%,0.4%,San Luis Obispo,2021-03-27,2021-03-26,2021-03-28 00:59:22
56.7%,43.2%,0.1%,San Mateo,2021-03-27,2021-03-26,2021-03-28 00:59:25
56.3%,43.6%,0.1%,Santa Barbara,2021-03-27,2021-03-26,2021-03-28 00:59:27
56.8%,43.1%,0.1%,Santa Clara,2021-03-27,2021-03-26,2021-03-28 00:59:30
56.8%,42.8%,0.4%,Santa Cruz,2021-03-27,2021-03-26,2021-03-28 00:59:32
57.2%,42.7%,0.1%,Shasta,2021-03-27,2021-03-26,2021-03-28 00:59:35
52.0%,47.9%,0.2%,Sierra,2021-03-27,2021-03-26,2021-03-28 00:59:37
54.5%,45.4%,0.1%,Siskiyou,2021-03-27,2021-03-26,2021-03-28 00:59:40
57.1%,42.6%,0.3%,Solano,2021-03-27,2021-03-26,2021-03-28 00:59:42
56.6%,43.4%,0.1%,Sonoma,2021-03-27,2021-03-26,2021-03-28 00:59:44
56.2%,43.4%,0.4%,Stanislaus,2021-03-27,2021-03-26,2021-03-28 00:59:47
55.7%,43.8%,0.5%,Sutter,2021-03-27,2021-03-26,2021-03-28 00:59:49
55.9%,43.7%,0.4%,Tehama,2021-03-27,2021-03-26,2021-03-28 00:59:51
50.5%,49.4%,0.2%,Trinity,2021-03-27,2021-03-26,2021-03-28 00:59:53
55.0%,44.9%,0.1%,Tulare,2021-03-27,2021-03-26,2021-03-28 00:59:56
54.8%,45.1%,0.1%,Tuolumne,2021-03-27,2021-03-26,2021-03-28 00:59:58
55.9%,44.0%,0.0%,Ventura,2021-03-27,2021-03-26,2021-03-28 01:00:01
55.2%,41.1%,3.7%,Yolo,2021-03-27,2021-03-26,2021-03-28 01:00:03
57.4%,42.3%,0.3%,Yuba,2021-03-27,2021-03-26,2021-03-28 01:00:05
