American Indian or Alaska Native (AI/AN),Asian American,Black,Latino,Multi-race,Native Hawaiian or Other Pacific Islander (NHPI),White,Other,Unknown,County,Date Updated,Date Data,Date Scraped
0.3%,11.8%,3.0%,19.3%,11.1%,0.4%,30.1%,10.9%,13.1%,Alameda,2021-03-27,2021-03-26,2021-03-27 16:35:09
1.7%,0.6%,0.3%,0.6%,0.3%,0.0%,17.8%,0.9%,77.9%,Alpine,2021-03-27,2021-03-25,2021-03-27 16:35:12
0.8%,1.5%,0.3%,7.2%,4.0%,0.3%,66.9%,8.9%,10.1%,Amador,2021-03-27,2021-03-26,2021-03-27 16:35:15
1.1%,2.2%,0.7%,7.4%,15.7%,0.1%,56.6%,8.0%,8.2%,Butte,2021-03-27,2021-03-26,2021-03-27 16:35:17
0.4%,1.1%,0.4%,4.7%,1.4%,0.2%,54.3%,8.6%,28.9%,Calaveras,2021-03-27,2021-03-26,2021-03-27 16:35:20
1.1%,0.7%,0.4%,27.3%,5.5%,0.1%,32.3%,5.6%,27.0%,Colusa,2021-03-27,2021-03-26,2021-03-27 16:35:22
0.2%,10.8%,4.5%,12.5%,11.0%,0.5%,34.1%,7.7%,18.7%,Contra Costa,2021-03-27,2021-03-26,2021-03-27 16:35:25
6.7%,1.7%,0.5%,5.1%,7.7%,0.1%,60.9%,2.7%,14.5%,Del Norte,2021-03-27,2021-03-26,2021-03-27 16:35:28
0.2%,2.8%,0.5%,5.4%,12.5%,0.3%,49.4%,7.9%,21.0%,El Dorado,2021-03-27,2021-03-26,2021-03-27 16:35:30
0.5%,6.9%,2.1%,31.5%,8.9%,0.2%,28.7%,7.8%,13.5%,Fresno,2021-03-27,2021-03-26,2021-03-27 16:35:33
2.1%,1.2%,0.2%,21.5%,8.1%,0.1%,43.2%,10.4%,13.2%,Glenn,2021-03-27,2021-03-26,2021-03-27 16:35:35
3.3%,1.3%,0.7%,6.1%,13.5%,0.2%,64.1%,3.1%,7.6%,Humboldt,2021-03-27,2021-03-26,2021-03-27 16:35:38
0.1%,0.7%,0.4%,65.5%,2.1%,0.1%,9.7%,7.0%,14.5%,Imperial,2021-03-27,2021-03-26,2021-03-27 16:35:40
1.0%,1.0%,0.2%,9.1%,21.0%,0.2%,53.4%,5.2%,8.9%,Inyo,2021-03-27,2021-03-26,2021-03-27 16:35:43
0.4%,4.0%,2.3%,31.1%,11.1%,0.3%,28.9%,11.4%,10.4%,Kern,2021-03-27,2021-03-26,2021-03-27 16:35:46
0.7%,2.6%,2.0%,40.9%,6.5%,0.2%,27.1%,6.3%,13.7%,Kings,2021-03-27,2021-03-26,2021-03-27 16:35:48
1.7%,1.1%,1.2%,16.1%,14.6%,0.1%,55.5%,3.5%,6.3%,Lake,2021-03-27,2021-03-26,2021-03-27 16:35:51
1.1%,1.4%,0.7%,6.9%,7.5%,0.3%,59.8%,3.7%,18.7%,Lassen,2021-03-27,2021-03-26,2021-03-27 16:35:53
0.2%,12.4%,4.4%,24.8%,16.1%,0.4%,19.6%,14.5%,7.7%,Los Angeles,2021-03-27,2021-03-26,2021-03-27 16:35:56
0.9%,1.8%,1.5%,32.8%,6.4%,0.1%,33.6%,8.4%,14.5%,Madera,2021-03-27,2021-03-26,2021-03-27 16:35:58
0.1%,3.9%,1.0%,9.5%,11.1%,0.2%,49.2%,6.3%,18.7%,Marin,2021-03-27,2021-03-26,2021-03-27 16:36:01
1.9%,0.8%,0.3%,7.4%,2.3%,0.1%,61.9%,5.2%,20.1%,Mariposa,2021-03-27,2021-03-26,2021-03-27 16:36:03
0.8%,1.3%,0.3%,16.7%,13.5%,0.2%,50.2%,5.6%,11.3%,Mendocino,2021-03-27,2021-03-26,2021-03-27 16:36:06
0.3%,11.8%,3.0%,19.3%,11.1%,0.4%,30.1%,10.9%,13.1%,Merced,2021-03-27,2021-03-26,2021-03-27 16:36:09
2.2%,1.5%,1.0%,7.4%,4.6%,0.1%,71.2%,1.9%,10.0%,Modoc,2021-03-27,2021-03-26,2021-03-27 16:36:11
0.4%,1.3%,0.3%,21.5%,10.4%,0.1%,57.9%,1.7%,6.5%,Mono,2021-03-27,2021-03-26,2021-03-27 16:36:14
0.2%,4.2%,1.1%,35.4%,10.3%,0.5%,26.7%,7.3%,14.2%,Monterey,2021-03-27,2021-03-26,2021-03-27 16:36:16
0.2%,4.1%,0.9%,17.8%,6.8%,0.4%,40.4%,6.2%,23.4%,Napa,2021-03-27,2021-03-26,2021-03-27 16:36:19
0.7%,0.7%,0.3%,5.3%,16.3%,0.1%,61.7%,6.3%,8.8%,Nevada,2021-03-27,2021-03-26,2021-03-27 16:36:21
0.1%,18.2%,0.9%,12.8%,14.4%,0.3%,31.4%,10.7%,11.2%,Orange,2021-03-27,2021-03-26,2021-03-27 16:36:24
0.4%,5.2%,0.9%,8.9%,12.2%,0.4%,45.5%,7.9%,18.6%,Placer,2021-03-27,2021-03-26,2021-03-27 16:36:26
0.9%,0.6%,0.4%,2.1%,6.4%,0.0%,73.6%,3.6%,12.5%,Plumas,2021-03-27,2021-03-26,2021-03-27 16:36:29
0.3%,5.7%,3.7%,23.9%,13.1%,0.3%,32.2%,12.6%,8.3%,Riverside,2021-03-27,2021-03-26,2021-03-27 16:36:31
0.3%,11.8%,3.0%,19.3%,11.1%,0.4%,30.1%,10.9%,13.1%,Sacramento,2021-03-27,2021-03-26,2021-03-27 16:36:34
0.2%,2.1%,0.6%,28.9%,4.5%,0.2%,22.1%,10.4%,30.9%,San Benito,2021-03-27,2021-03-26,2021-03-27 16:36:36
