Female,Male,Unknown/undifferentiated,County,Date Updated,Date Data,Date Scraped
56.5%,43.1%,0.3%,Alameda,2021-03-31,2021-03-30,2021-04-01 10:22:35
46.8%,52.8%,0.4%,Alpine,2021-03-31,2021-03-29,2021-04-01 10:22:38
55.8%,44.0%,0.1%,Amador,2021-03-31,2021-03-30,2021-04-01 10:22:40
56.4%,43.5%,0.1%,Butte,2021-03-31,2021-03-30,2021-04-01 10:22:42
54.6%,44.6%,0.8%,Calaveras,2021-03-31,2021-03-30,2021-04-01 10:22:44
51.3%,46.9%,1.7%,Colusa,2021-03-31,2021-03-30,2021-04-01 10:22:47
56.6%,43.3%,0.1%,Contra Costa,2021-03-31,2021-03-30,2021-04-01 10:22:49
53.9%,46.0%,0.1%,Del Norte,2021-03-31,2021-03-30,2021-04-01 10:22:51
55.3%,44.6%,0.1%,El Dorado,2021-03-31,2021-03-30,2021-04-01 10:22:54
55.5%,44.4%,0.1%,Fresno,2021-03-31,2021-03-30,2021-04-01 10:22:56
55.1%,44.7%,0.1%,Glenn,2021-03-31,2021-03-30,2021-04-01 10:22:58
57.4%,42.5%,0.1%,Humboldt,2021-03-31,2021-03-30,2021-04-01 10:23:00
53.9%,46.0%,0.0%,Imperial,2021-03-31,2021-03-30,2021-04-01 10:23:02
52.7%,47.2%,0.1%,Inyo,2021-03-31,2021-03-30,2021-04-01 10:23:05
55.1%,44.3%,0.6%,Kern,2021-03-31,2021-03-30,2021-04-01 10:23:07
54.5%,45.1%,0.3%,Kings,2021-03-31,2021-03-30,2021-04-01 10:23:09
54.2%,45.7%,0.1%,Lake,2021-03-31,2021-03-30,2021-04-01 10:23:11
52.4%,47.4%,0.2%,Lassen,2021-03-31,2021-03-30,2021-04-01 10:23:14
55.7%,44.1%,0.2%,Los Angeles,2021-03-31,2021-03-30,2021-04-01 10:23:16
54.8%,45.1%,0.1%,Madera,2021-03-31,2021-03-30,2021-04-01 10:23:18
56.2%,43.7%,0.1%,Marin,2021-03-31,2021-03-30,2021-04-01 10:23:20
53.8%,45.8%,0.4%,Mariposa,2021-03-31,2021-03-30,2021-04-01 10:23:23
53.9%,45.4%,0.8%,Mendocino,2021-03-31,2021-03-30,2021-04-01 10:23:25
55.0%,44.6%,0.4%,Merced,2021-03-31,2021-03-30,2021-04-01 10:23:27
52.7%,47.3%,0.0%,Modoc,2021-03-31,2021-03-30,2021-04-01 10:23:29
47.3%,52.6%,0.0%,Mono,2021-03-31,2021-03-30,2021-04-01 10:23:31
53.9%,43.1%,3.0%,Monterey,2021-03-31,2021-03-30,2021-04-01 10:23:34
53.3%,46.6%,0.1%,Napa,2021-03-31,2021-03-30,2021-04-01 10:23:36
56.3%,43.6%,0.1%,Nevada,2021-03-31,2021-03-30,2021-04-01 10:23:38
55.3%,43.8%,0.9%,Orange,2021-03-31,2021-03-30,2021-04-01 10:23:40
56.9%,43.1%,0.1%,Placer,2021-03-31,2021-03-30,2021-04-01 10:23:42
54.0%,46.0%,0.0%,Plumas,2021-03-31,2021-03-30,2021-04-01 10:23:45
55.2%,44.7%,0.1%,Riverside,2021-03-31,2021-03-30,2021-04-01 10:23:47
57.0%,42.8%,0.2%,Sacramento,2021-03-31,2021-03-30,2021-04-01 10:23:49
56.1%,43.6%,0.3%,San Benito,2021-03-31,2021-03-30,2021-04-01 10:23:52
56.7%,43.2%,0.1%,San Bernardino,2021-03-31,2021-03-30,2021-04-01 10:23:54
56.9%,42.4%,0.8%,San Diego,2021-03-31,2021-03-30,2021-04-01 10:23:56
52.6%,47.1%,0.3%,San Francisco,2021-03-31,2021-03-30,2021-04-01 10:23:58
56.2%,42.9%,0.8%,San Joaquin,2021-03-31,2021-03-30,2021-04-01 10:24:01
56.0%,43.8%,0.1%,San Luis Obispo,2021-03-31,2021-03-30,2021-04-01 10:24:03
56.4%,43.5%,0.1%,San Mateo,2021-03-31,2021-03-30,2021-04-01 10:24:05
55.7%,44.1%,0.1%,Santa Barbara,2021-03-31,2021-03-30,2021-04-01 10:24:07
56.3%,43.6%,0.1%,Santa Clara,2021-03-31,2021-03-30,2021-04-01 10:24:10
56.6%,43.0%,0.4%,Santa Cruz,2021-03-31,2021-03-30,2021-04-01 10:24:12
57.1%,42.8%,0.1%,Shasta,2021-03-31,2021-03-30,2021-04-01 10:24:14
52.2%,47.7%,0.2%,Sierra,2021-03-31,2021-03-30,2021-04-01 10:24:16
54.6%,45.4%,0.1%,Siskiyou,2021-03-31,2021-03-30,2021-04-01 10:24:19
56.8%,42.8%,0.4%,Solano,2021-03-31,2021-03-30,2021-04-01 10:24:21
56.4%,43.6%,0.1%,Sonoma,2021-03-31,2021-03-30,2021-04-01 10:24:23
56.1%,43.5%,0.4%,Stanislaus,2021-03-31,2021-03-30,2021-04-01 10:24:25
55.4%,44.2%,0.4%,Sutter,2021-03-31,2021-03-30,2021-04-01 10:24:28
55.4%,44.5%,0.1%,Tehama,2021-03-31,2021-03-30,2021-04-01 10:24:30
50.5%,49.4%,0.2%,Trinity,2021-03-31,2021-03-30,2021-04-01 10:24:32
54.8%,45.2%,0.0%,Tulare,2021-03-31,2021-03-30,2021-04-01 10:24:34
54.7%,45.2%,0.1%,Tuolumne,2021-03-31,2021-03-30,2021-04-01 10:24:37
55.7%,44.3%,0.0%,Ventura,2021-03-31,2021-03-30,2021-04-01 10:24:39
55.1%,41.4%,3.6%,Yolo,2021-03-31,2021-03-30,2021-04-01 10:24:41
57.1%,42.6%,0.3%,Yuba,2021-03-31,2021-03-30,2021-04-01 10:24:43
