0-17,18-49,50-64,65+,County,Date Updated,Date Data,Date Scraped
0.1%,19.9%,19.5%,60.6%,Plumas,2021-03-25,2021-03-24,2021-03-26 12:29:59
0.3%,30.9%,23.0%,45.8%,Riverside,2021-03-25,2021-03-24,2021-03-26 12:30:01
0.4%,36.3%,23.5%,39.8%,Sacramento,2021-03-25,2021-03-24,2021-03-26 12:30:04
0.1%,37.1%,23.6%,39.2%,San Benito,2021-03-25,2021-03-24,2021-03-26 12:30:06
0.3%,36.4%,23.9%,39.4%,San Bernardino,2021-03-25,2021-03-24,2021-03-26 12:30:08
0.3%,35.0%,20.3%,44.4%,San Diego,2021-03-25,2021-03-24,2021-03-26 12:30:10
0.3%,43.9%,22.1%,33.7%,San Francisco,2021-03-25,2021-03-24,2021-03-26 12:30:12
0.4%,35.2%,25.3%,39.1%,San Joaquin,2021-03-25,2021-03-24,2021-03-26 12:30:15
0.2%,25.8%,17.7%,56.3%,San Luis Obispo,2021-03-25,2021-03-24,2021-03-26 12:30:17
0.4%,37.3%,22.7%,39.5%,San Mateo,2021-03-25,2021-03-24,2021-03-26 12:30:19
0.2%,33.3%,19.0%,47.5%,Santa Barbara,2021-03-25,2021-03-24,2021-03-26 12:30:21
0.4%,35.9%,22.5%,41.3%,Santa Clara,2021-03-25,2021-03-24,2021-03-26 12:30:24
0.3%,34.6%,21.7%,43.5%,Santa Cruz,2021-03-25,2021-03-24,2021-03-26 12:30:26
0.2%,23.2%,21.6%,54.9%,Shasta,2021-03-25,2021-03-24,2021-03-26 12:30:28
0.0%,19.1%,27.7%,53.2%,Sierra,2021-03-25,2021-03-24,2021-03-26 12:30:30
0.4%,20.4%,22.8%,56.5%,Siskiyou,2021-03-25,2021-03-24,2021-03-26 12:30:32
0.3%,32.8%,25.5%,41.5%,Solano,2021-03-25,2021-03-24,2021-03-26 12:30:35
0.3%,31.6%,22.9%,45.3%,Sonoma,2021-03-25,2021-03-24,2021-03-26 12:30:37
0.5%,34.1%,25.4%,39.9%,Stanislaus,2021-03-25,2021-03-24,2021-03-26 12:30:39
0.2%,30.7%,24.6%,44.4%,Sutter,2021-03-25,2021-03-24,2021-03-26 12:30:42
0.0%,24.4%,23.7%,51.8%,Tehama,2021-03-25,2021-03-24,2021-03-26 12:30:44
0.1%,19.2%,21.5%,59.3%,Trinity,2021-03-25,2021-03-23,2021-03-26 12:30:46
0.5%,41.1%,25.4%,33.0%,Tulare,2021-03-25,2021-03-24,2021-03-26 12:30:48
0.1%,18.3%,24.0%,57.5%,Tuolumne,2021-03-25,2021-03-24,2021-03-26 12:30:51
0.4%,34.9%,22.5%,42.2%,Ventura,2021-03-25,2021-03-24,2021-03-26 12:30:53
0.4%,42.3%,21.4%,35.8%,Yolo,2021-03-25,2021-03-24,2021-03-26 12:30:55
0.1%,28.6%,23.4%,47.8%,Yuba,2021-03-25,2021-03-24,2021-03-26 12:30:57
